States,Country, Date, Frequency, Estimated Unemployment Rate, Estimated Employed, Estimated Labour Participation Rate ,Region,longitude,latitude
Uttarakhand,India, 31-10-2017, M,1.48,3010583,37.22,North,30.0668,79.0193
Uttarakhand,India, 30-11-2017, M,3.86,2999276,37.92,North,30.0668,79.0193
Uttarakhand,India, 31-12-2017, M,1.83,2809832,34.72,North,30.0668,79.0193
Uttarakhand,India, 31-01-2018, M,0.87,2784116,33.99,North,30.0668,79.0193
Uttarakhand,India, 28-02-2018, M,1.22,2984513,36.5,North,30.0668,79.0193
Uttarakhand,India, 31-03-2018, M,2.41,3007174,37.14,North,30.0668,79.0193
Uttarakhand,India, 30-04-2018, M,0.92,2775194,33.69,North,30.0668,79.0193
Uttarakhand,India, 31-05-2018, M,1,2833419,34.35,North,30.0668,79.0193
Uttarakhand,India, 30-06-2018, M,1.26,2901086,35.19,North,30.0668,79.0193
Uttarakhand,India, 31-07-2018, M,2.33,2947761,36.07,North,30.0668,79.0193
Uttarakhand,India, 31-08-2018, M,0.33,2734560,32.71,North,30.0668,79.0193
Uttarakhand,India, 30-09-2018, M,2.36,2804291,34.17,North,30.0668,79.0193
Uttarakhand,India, 31-10-2018, M,4.37,2852962,35.42,North,30.0668,79.0193
Uttarakhand,India, 30-11-2018, M,4.06,2900676,35.82,North,30.0668,79.0193
Uttarakhand,India, 31-12-2018, M,5.48,2775272,34.71,North,30.0668,79.0193
Uttarakhand,India, 31-01-2019, M,3.53,2879018,35.21,North,30.0668,79.0193
Uttarakhand,India, 28-02-2019, M,5.12,2852743,35.4,North,30.0668,79.0193
Uttarakhand,India, 31-03-2019, M,5,2852673,35.28,North,30.0668,79.0193
Uttarakhand,India, 30-04-2019, M,6.36,2732098,34.2,North,30.0668,79.0193
Uttarakhand,India, 31-05-2019, M,3.58,2784842,33.78,North,30.0668,79.0193
Uttarakhand,India, 30-06-2019, M,4.66,2928442,35.86,North,30.0668,79.0193
Uttarakhand,India, 31-07-2019, M,6.1,2860425,35.48,North,30.0668,79.0193
Uttarakhand,India, 31-08-2019, M,6.52,2735347,34.01,North,30.0668,79.0193
Uttarakhand,India, 30-09-2019, M,5.07,2868994,35.05,North,30.0668,79.0193
Uttarakhand,India, 31-10-2019, M,4.8,2952837,35.89,North,30.0668,79.0193
Uttarakhand,India, 30-11-2019, M,5.8,2912016,35.7,North,30.0668,79.0193
Uttarakhand,India, 31-12-2019, M,5.41,2792345,34.01,North,30.0668,79.0193
Uttarakhand,India, 31-01-2020, M,5.49,2711639,32.99,North,30.0668,79.0193
Uttarakhand,India, 29-02-2020, M,4.99,3020931,36.48,North,30.0668,79.0193
Uttarakhand,India, 31-03-2020, M,19.85,2539302,36.27,North,30.0668,79.0193
Uttarakhand,India, 30-04-2020, M,6.48,2720115,33.23,North,30.0668,79.0193
Uttarakhand,India, 31-05-2020, M,8.01,2694072,33.38,North,30.0668,79.0193
Uttarakhand,India, 30-06-2020, M,8.61,2656071,33.06,North,30.0668,79.0193
Uttarakhand,India, 31-07-2020, M,12.38,2938552,38.07,North,30.0668,79.0193
Uttarakhand,India, 31-08-2020, M,14.26,2717528,35.9,North,30.0668,79.0193
Uttarakhand,India, 30-09-2020, M,22.26,2695230,39.18,North,30.0668,79.0193
Uttarakhand,India, 31-10-2020, M,9.23,2739309,34.03,North,30.0668,79.0193
Uttarakhand,India, 30-11-2020, M,1.47,2447664,27.95,North,30.0668,79.0193
Uttarakhand,India, 31-12-2020, M,5.19,2647822,31.36,North,30.0668,79.0193
Uttarakhand,India, 31-01-2021, M,4.45,2531098,29.68,North,30.0668,79.0193
Uttarakhand,India, 28-02-2021, M,4.69,2775542,32.56,North,30.0668,79.0193
Uttarakhand,India, 31-03-2021, M,3.26,2511431,28.96,North,30.0668,79.0193
Uttarakhand,India, 30-04-2021, M,5.96,2852350,33.77,North,30.0668,79.0193
Uttarakhand,India, 31-05-2021, M,5.49,2447140,28.76,North,30.0668,79.0193
Uttarakhand,India, 30-06-2021, M,4.81,2822878,32.87,North,30.0668,79.0193
Uttarakhand,India, 31-07-2021, M,3.17,2531701,28.92,North,30.0668,79.0193
Uttarakhand,India, 31-08-2021, M,6.22,2774922,32.65,North,30.0668,79.0193
Uttarakhand,India, 30-09-2021, M,4.14,2524240,29,North,30.0668,79.0193
Uttarakhand,India, 31-10-2021, M,3.34,2872131,32.65,North,30.0668,79.0193
Uttarakhand,India, 30-11-2021, M,3.12,2605053,29.48,North,30.0668,79.0193
Uttarakhand,India, 31-12-2021, M,5.01,2780810,32.03,North,30.0668,79.0193
Uttarakhand,India, 31-01-2022, M,3.47,2600359,29.41,North,30.0668,79.0193
Uttarakhand,India, 28-02-2022, M,4.58,2723982,31.1,North,30.0668,79.0193
Uttarakhand,India, 31-03-2022, M,3.51,2464361,27.76,North,30.0668,79.0193
Uttarakhand,India, 30-04-2022, M,5.33,2755947,31.58,North,30.0668,79.0193
West Bengal,India, 31-05-2017, M,5.96,33572499,46.66,East,22.9868,87.855
West Bengal,India, 30-06-2017, M,4.82,33083715,45.35,East,22.9868,87.855
West Bengal,India, 31-07-2017, M,6.31,32377573,45,East,22.9868,87.855
West Bengal,India, 31-08-2017, M,5.17,33438750,45.82,East,22.9868,87.855
West Bengal,India, 30-09-2017, M,7.46,32616700,45.72,East,22.9868,87.855
West Bengal,India, 31-10-2017, M,5.75,33910697,46.58,East,22.9868,87.855
West Bengal,India, 30-11-2017, M,5.94,33428349,45.92,East,22.9868,87.855
West Bengal,India, 31-12-2017, M,5.37,34617683,47.18,East,22.9868,87.855
West Bengal,India, 31-01-2018, M,8.63,32811721,46.23,East,22.9868,87.855
West Bengal,India, 28-02-2018, M,8.83,34163374,48.15,East,22.9868,87.855
West Bengal,India, 31-03-2018, M,7.92,33019745,45.99,East,22.9868,87.855
West Bengal,India, 30-04-2018, M,6.24,33967751,46.38,East,22.9868,87.855
West Bengal,India, 31-05-2018, M,7.37,33663732,46.43,East,22.9868,87.855
West Bengal,India, 30-06-2018, M,7.82,34147434,47.24,East,22.9868,87.855
West Bengal,India, 31-07-2018, M,6.43,34253459,46.6,East,22.9868,87.855
West Bengal,India, 31-08-2018, M,5.7,34492073,46.47,East,22.9868,87.855
West Bengal,India, 30-09-2018, M,7.14,33858370,46.24,East,22.9868,87.855
West Bengal,India, 31-10-2018, M,6.74,34891251,47.35,East,22.9868,87.855
West Bengal,India, 30-11-2018, M,6.15,34765004,46.79,East,22.9868,87.855
West Bengal,India, 31-12-2018, M,5.89,35003804,46.9,East,22.9868,87.855
West Bengal,India, 31-01-2019, M,6.95,34442774,46.58,East,22.9868,87.855
West Bengal,India, 28-02-2019, M,6.45,35325211,47.43,East,22.9868,87.855
West Bengal,India, 31-03-2019, M,6.1,35655928,47.61,East,22.9868,87.855
West Bengal,India, 30-04-2019, M,6.55,35642390,47.73,East,22.9868,87.855
West Bengal,India, 31-05-2019, M,6.43,34759070,46.4,East,22.9868,87.855
West Bengal,India, 30-06-2019, M,6.31,36154978,48.11,East,22.9868,87.855
West Bengal,India, 31-07-2019, M,6.32,35637632,47.34,East,22.9868,87.855
West Bengal,India, 31-08-2019, M,6.12,36381326,48.13,East,22.9868,87.855
West Bengal,India, 30-09-2019, M,6.41,35681623,47.26,East,22.9868,87.855
West Bengal,India, 31-10-2019, M,7.1,34916695,46.5,East,22.9868,87.855
West Bengal,India, 30-11-2019, M,6.06,36398814,47.85,East,22.9868,87.855
West Bengal,India, 31-12-2019, M,6.25,36241930,47.65,East,22.9868,87.855
West Bengal,India, 31-01-2020, M,6.94,35820789,47.35,East,22.9868,87.855
West Bengal,India, 29-02-2020, M,4.92,36964178,47.74,East,22.9868,87.855
West Bengal,India, 31-03-2020, M,6.92,35903917,47.27,East,22.9868,87.855
West Bengal,India, 30-04-2020, M,17.41,26938836,39.9,East,22.9868,87.855
West Bengal,India, 31-05-2020, M,17.41,28356675,41.92,East,22.9868,87.855
West Bengal,India, 30-06-2020, M,7.29,30726310,40.39,East,22.9868,87.855
West Bengal,India, 31-07-2020, M,6.83,35372506,46.17,East,22.9868,87.855
West Bengal,India, 31-08-2020, M,14.87,33298644,47.48,East,22.9868,87.855
West Bengal,India, 30-09-2020, M,9.31,35877583,47.93,East,22.9868,87.855
West Bengal,India, 31-10-2020, M,10.22,33856332,45.6,East,22.9868,87.855
West Bengal,India, 30-11-2020, M,11.24,33420675,45.45,East,22.9868,87.855
West Bengal,India, 31-12-2020, M,6.01,35829652,45.93,East,22.9868,87.855
West Bengal,India, 31-01-2021, M,5.25,36563881,46.4,East,22.9868,87.855
West Bengal,India, 28-02-2021, M,6.22,37127736,47.52,East,22.9868,87.855
West Bengal,India, 31-03-2021, M,7.51,35827410,46.41,East,22.9868,87.855
West Bengal,India, 30-04-2021, M,7.63,34849346,45.11,East,22.9868,87.855
West Bengal,India, 31-05-2021, M,19.34,28897052,42.75,East,22.9868,87.855
West Bengal,India, 30-06-2021, M,22.14,30440202,46.57,East,22.9868,87.855
West Bengal,India, 31-07-2021, M,7.37,35267884,45.26,East,22.9868,87.855
West Bengal,India, 31-08-2021, M,7.41,35376844,45.34,East,22.9868,87.855
West Bengal,India, 30-09-2021, M,6.8,36442890,46.31,East,22.9868,87.855
West Bengal,India, 31-10-2021, M,5.6,36583286,45.81,East,22.9868,87.855
West Bengal,India, 30-11-2021, M,6.68,35748702,45.2,East,22.9868,87.855
West Bengal,India, 31-12-2021, M,7.33,35652535,45.31,East,22.9868,87.855
West Bengal,India, 31-01-2022, M,6.43,36913541,46.37,East,22.9868,87.855
West Bengal,India, 28-02-2022, M,6.27,36465383,45.65,East,22.9868,87.855
West Bengal,India, 31-03-2022, M,5.57,35396256,43.9,East,22.9868,87.855
West Bengal,India, 30-04-2022, M,6.25,35900743,44.76,East,22.9868,87.855
India,India, 31-05-2017, M,4.03,405278054,43.61,All,20.5937,78.9629
India,India, 30-06-2017, M,4.12,408560176,43.92,All,20.5937,78.9629
India,India, 31-07-2017, M,3.37,402701002,42.87,All,20.5937,78.9629
India,India, 31-08-2017, M,4.07,405548445,43.4,All,20.5937,78.9629
India,India, 30-09-2017, M,4.63,405856846,43.61,All,20.5937,78.9629
India,India, 31-10-2017, M,5,406599177,43.77,All,20.5937,78.9629
India,India, 30-11-2017, M,4.72,409132411,43.83,All,20.5937,78.9629
India,India, 31-12-2017, M,4.74,408355283,43.67,All,20.5937,78.9629
India,India, 31-01-2018, M,5.01,405838316,43.43,All,20.5937,78.9629
India,India, 28-02-2018, M,5.87,405980615,43.77,All,20.5937,78.9629
India,India, 31-03-2018, M,6,402405346,43.35,All,20.5937,78.9629
India,India, 30-04-2018, M,5.57,401930972,43.02,All,20.5937,78.9629
India,India, 31-05-2018, M,5.14,401972361,42.75,All,20.5937,78.9629
India,India, 30-06-2018, M,5.75,401484904,42.88,All,20.5937,78.9629
India,India, 31-07-2018, M,5.66,401114819,42.72,All,20.5937,78.9629
India,India, 31-08-2018, M,6.27,397988063,42.58,All,20.5937,78.9629
India,India, 30-09-2018, M,6.47,403098663,43.13,All,20.5937,78.9629
India,India, 31-10-2018, M,6.83,396084619,42.46,All,20.5937,78.9629
India,India, 30-11-2018, M,6.65,401073049,42.83,All,20.5937,78.9629
India,India, 31-12-2018, M,7.02,397460299,42.53,All,20.5937,78.9629
India,India, 31-01-2019, M,6.86,406093726,43.29,All,20.5937,78.9629
India,India, 28-02-2019, M,7.2,399913970,42.71,All,20.5937,78.9629
India,India, 31-03-2019, M,6.65,402600865,42.66,All,20.5937,78.9629
India,India, 30-04-2019, M,7.35,399248195,42.54,All,20.5937,78.9629
India,India, 31-05-2019, M,7.03,403703192,42.78,All,20.5937,78.9629
India,India, 30-06-2019, M,7.87,400337390,42.73,All,20.5937,78.9629
India,India, 31-07-2019, M,7.34,403064278,42.69,All,20.5937,78.9629
India,India, 31-08-2019, M,8.19,403245519,43.02,All,20.5937,78.9629
India,India, 30-09-2019, M,7.14,406718757,42.81,All,20.5937,78.9629
India,India, 31-10-2019, M,8.1,404124236,42.9,All,20.5937,78.9629
India,India, 30-11-2019, M,7.23,403049912,42.3,All,20.5937,78.9629
India,India, 31-12-2019, M,7.6,405647546,42.66,All,20.5937,78.9629
India,India, 31-01-2020, M,7.22,410473913,42.9,All,20.5937,78.9629
India,India, 29-02-2020, M,7.76,405954169,42.6,All,20.5937,78.9629
India,India, 31-03-2020, M,8.75,395840756,41.9,All,20.5937,78.9629
India,India, 30-04-2020, M,23.52,282203816,35.57,All,20.5937,78.9629
India,India, 31-05-2020, M,21.73,313793837,38.57,All,20.5937,78.9629
India,India, 30-06-2020, M,10.18,376993536,40.3,All,20.5937,78.9629
India,India, 31-07-2020, M,7.4,392341064,40.61,All,20.5937,78.9629
India,India, 31-08-2020, M,8.35,392520303,40.96,All,20.5937,78.9629
India,India, 30-09-2020, M,6.68,397739844,40.68,All,20.5937,78.9629
India,India, 31-10-2020, M,7.02,396450375,40.62,All,20.5937,78.9629
India,India, 30-11-2020, M,6.5,394133855,40.08,All,20.5937,78.9629
India,India, 31-12-2020, M,9.06,388777142,40.56,All,20.5937,78.9629
India,India, 31-01-2021, M,6.52,400709258,40.59,All,20.5937,78.9629
India,India, 28-02-2021, M,6.89,398213434,40.43,All,20.5937,78.9629
India,India, 31-03-2021, M,6.5,398145073,40.17,All,20.5937,78.9629
India,India, 30-04-2021, M,7.97,390790128,39.98,All,20.5937,78.9629
India,India, 31-05-2021, M,11.84,375727008,40.04,All,20.5937,78.9629
India,India, 30-06-2021, M,9.17,383469051,39.59,All,20.5937,78.9629
India,India, 31-07-2021, M,6.96,399714145,40.21,All,20.5937,78.9629
India,India, 31-08-2021, M,8.32,397784327,40.52,All,20.5937,78.9629
India,India, 30-09-2021, M,6.86,406104468,40.64,All,20.5937,78.9629
India,India, 31-10-2021, M,7.74,400886546,40.42,All,20.5937,78.9629
India,India, 30-11-2021, M,6.97,402664041,40.19,All,20.5937,78.9629
India,India, 31-12-2021, M,7.91,406012456,40.85,All,20.5937,78.9629
India,India, 31-01-2022, M,6.56,402616049,39.84,All,20.5937,78.9629
India,India, 28-02-2022, M,8.11,397057157,39.89,All,20.5937,78.9629
India,India, 31-03-2022, M,7.57,395969754,39.46,All,20.5937,78.9629
India,India, 30-04-2022, M,7.83,402949020,40.19,All,20.5937,78.9629
